crawl_time,docket_type,docket_page_link,Protestor,Solicitation Number,Agency,File number,Status,Filed Date,Due Date,Case Type,GAO Attorney,Outcome,Decision Date,Decision link,Decision Highlight
2021-10-07 11:30:37,closed,https://www.gao.gov/docket/b-417596.10,IBM Corporation,UNAWRD-19-R-UNIF,Department of the Army : U.S. Army Materiel Command,B-417596.10,,"Jan 7, 2021","Apr 19, 2021",Bid Protest,Evan D. Wesser,Dismissed,"Mar 17, 2021",https://www.gao.gov/products/b-417596.10,"International Business Machines Corporation (IBM), of Bethesda, Maryland, protests the terms of request for task order proposals (RFTOP) No. UNAWRD-19-R-UNIF, which was issued by the Department of the Army, U.S. Army Contracting Command – Rock Island, for Unified Enterprise Resource Planning (ERP) Capability Support Services. IBM alleges that the Army's response to its prior post-award protest and subsequent clarifications to the RFTOP issued as part of the agency's corrective action are ambiguous and do not allow offerors to intelligently prepare their proposals, or for the agency to evaluate them, on a common basis.


        We dismiss the protest."
2021-10-07 11:30:41,closed,https://www.gao.gov/docket/b-418828.4,"AECOM Management Services, Inc.",N00421-20-TO-0001,Department of the Navy : Naval Air Systems Command,B-418828.4,,"Dec 7, 2020","Mar 17, 2021",Bid Protest,Alexander O. Levine,Sustained,"Mar 17, 2021","https://www.gao.gov/products/b-418828.4,b-418828.5,b-418828.6","AECOM Management Services, Inc., located in Germantown, Maryland, protests the issuance of a task order to Vertex Aerospace, LLC, located in Madison, Mississippi, under fair opportunity submission request (FOSR) N00421-20-TO-0001, issued by the Department of the Navy for contractor logistics support. AECOM asserts that the agency unreasonably evaluated Vertex's proposal under the price and non-price factors, misevaluated AECOM's program execution approach, and conducted unequal and unfair exchanges with Vertex.

        We sustain the protest."
2021-10-07 11:30:43,closed,https://www.gao.gov/docket/b-419562.1,"Tribal EM, PLLC",75H71021R00002,Department of Health and Human Services : Indian Health Service,B-419562.1,,"Feb 1, 2021","May 12, 2021",Bid Protest,Stephanie B. Magnell,Dismissed,"Mar 17, 2021",,
2021-10-07 11:30:46,closed,https://www.gao.gov/docket/b-418828.6,"AECOM Management Services, Inc.",N00421-20-TO-0001,Department of the Navy : Naval Air Systems Command,B-418828.6,,"Feb 3, 2021","May 14, 2021",Bid Protest,Alexander O. Levine,Sustained,"Mar 17, 2021","https://www.gao.gov/products/b-418828.4,b-418828.5,b-418828.6","AECOM Management Services, Inc., located in Germantown, Maryland, protests the issuance of a task order to Vertex Aerospace, LLC, located in Madison, Mississippi, under fair opportunity submission request (FOSR) N00421-20-TO-0001, issued by the Department of the Navy for contractor logistics support. AECOM asserts that the agency unreasonably evaluated Vertex's proposal under the price and non-price factors, misevaluated AECOM's program execution approach, and conducted unequal and unfair exchanges with Vertex.

        We sustain the protest."
2021-10-07 11:30:48,closed,https://www.gao.gov/docket/b-419615.2,"Export 220Volt, Inc.",FA564121A0011,Department of the Air Force,B-419615.2,,"Feb 25, 2021","Jun 7, 2021",Bid Protest,Christopher An,Withdrawn,"Mar 17, 2021",,
2021-10-07 11:30:52,closed,https://www.gao.gov/docket/b-418828.5,"AECOM Management Services, Inc.",N00421-20-TO-0001,Department of the Navy : Naval Air Systems Command,B-418828.5,,"Jan 19, 2021","Apr 29, 2021",Bid Protest,Alexander O. Levine,Sustained,"Mar 17, 2021","https://www.gao.gov/products/b-418828.4,b-418828.5,b-418828.6","AECOM Management Services, Inc., located in Germantown, Maryland, protests the issuance of a task order to Vertex Aerospace, LLC, located in Madison, Mississippi, under fair opportunity submission request (FOSR) N00421-20-TO-0001, issued by the Department of the Navy for contractor logistics support. AECOM asserts that the agency unreasonably evaluated Vertex's proposal under the price and non-price factors, misevaluated AECOM's program execution approach, and conducted unequal and unfair exchanges with Vertex.

        We sustain the protest."
2021-10-07 11:30:57,closed,https://www.gao.gov/docket/b-418828.3,"PAE Aviation and Technical Services, LLC",N00421-20-TO-0001,Department of the Navy : Naval Air Systems Command,B-418828.3,,"Dec 7, 2020","Mar 17, 2021",Bid Protest,Alexander O. Levine,Denied,"Mar 17, 2021",https://www.gao.gov/products/b-418828.3,"PAE Aviation and Technical Services, LLC, located in Arlington, Virginia, protests the issuance of a task order to Vertex Aerospace, LLC, located in Madison, Mississippi, under fair opportunity submission request (FOSR) N00421-20-TO-0001, issued by the Department of the Navy for contractor logistics support. PAE asserts that the agency unreasonably evaluated Vertex's price proposal and PAE's proposed program execution approach, and unequally conducted exchanges with some offerors but not PAE.


        We deny the protest."
2021-10-07 11:30:58,closed,https://www.gao.gov/docket/b-419615.1,"Export 220Volt, Inc.",FA564121A0011,Department of the Air Force,B-419615.1,,"Feb 22, 2021","Apr 28, 2021",Bid Protest,Christopher An,Withdrawn,"Mar 17, 2021",,
2021-10-07 11:31:00,closed,https://www.gao.gov/docket/b-419605.1,R2C Technical Solutions,W31P4Q-20-R-0026,Department of the Army : U.S. Army Materiel Command,B-419605.1,,"Feb 19, 2021","Jun 1, 2021",Bid Protest,Emily R. O'Hara,Dismissed,"Mar 16, 2021",,
2021-10-07 11:31:01,closed,https://www.gao.gov/docket/b-419610.1,"Talion Construction, LLC",36C25821B0001,Department of Veterans Affairs,B-419610.1,,"Feb 22, 2021","Jun 2, 2021",Bid Protest,Hannah G. Barnes,Dismissed,"Mar 16, 2021",,
2021-10-07 11:31:03,closed,https://www.gao.gov/docket/b-419634.1,"Lawver Associates, Inc.",210413,Department of Health and Human Services : Centers for Medicare and Medicaid Services,B-419634.1,,"Mar 1, 2021","Jun 9, 2021",Bid Protest,Young H. Cho,Dismissed,"Mar 16, 2021",,
2021-10-07 11:31:04,closed,https://www.gao.gov/docket/b-419604.1,"Southco Services, LLC",36C25021Q0328,Department of Veterans Affairs,B-419604.1,,"Feb 19, 2021","Jun 1, 2021",Bid Protest,Paul N. Wengert,Dismissed,"Mar 16, 2021",,
2021-10-07 11:31:08,closed,https://www.gao.gov/docket/b-419499.1,"CACI, Inc.-Federal",W52P1J-20-R-INC4,Department of the Army : U.S. Army Materiel Command,B-419499.1,,"Dec 28, 2020","Apr 7, 2021",Bid Protest,Louis A. Chiarella,Dismissed,"Mar 16, 2021",https://www.gao.gov/products/b-419499,"CACI, Inc.-Federal, of Chantilly, Virginia, protests the issuance of a delivery order to Telos Corporation, of Ashburn, Virginia, under request for delivery order proposals (RFDOP) No. W52P1J-20-R-INC4, issued by the Department of the Army for the Yongsan Relocation Program (YRP)/Land Partnership Plan (LPP) increment 4 (INC 4) requirement. CACI alleges that Telos was not an eligible offeror and should have been disqualified from receiving the delivery order award.

        We dismiss the protest."
2021-10-07 11:31:09,closed,https://www.gao.gov/docket/b-419637.1,"Veterans Electric, LLC",36C25221R0049,Department of Veterans Affairs,B-419637.1,,"Mar 3, 2021","Jun 11, 2021",Bid Protest,Emily R. O'Hara,Withdrawn,"Mar 15, 2021",,
2021-10-07 11:31:12,closed,https://www.gao.gov/docket/b-419205.3,BB Government Services Srl,FA568219RA0001,Department of the Air Force,B-419205.3,,"Dec 9, 2020","Mar 19, 2021",Bid Protest,Kasia Dourney,Denied,"Mar 15, 2021",https://www.gao.gov/products/b-419205.3,"BB Government Services Srl (BB) of Vicenza, Italy, protests the award of indefinite-delivery, indefinite-quantity (IDIQ) construction contracts to four other firms under request for proposals (RFP) No. FA5682-19-R-A001, issued by the Department of the Air Force for construction, design-build, and design-bid-build services at Aviano Air Base and other air bases in Italy. BB challenges the agency's evaluation of its technical proposal.


        We deny the protest."
2021-10-07 11:31:16,closed,https://www.gao.gov/docket/b-419113.6,"AeroSage, LLC",SPE60520R0228,Department of Defense : Defense Logistics Agency,B-419113.6,,"Dec 23, 2020","Apr 2, 2021",Bid Protest: Reconsideration,Young H. Cho,Denied,"Mar 15, 2021","https://www.gao.gov/products/b-419113.6,b-419113.7","AeroSage, LLC, of Tampa, Florida, requests reconsideration of our decision in AeroSage, LLC, B-419113 et al., Dec. 15, 2020 (unpublished decision), wherein we dismissed AeroSage's protests challenging various aspects of the terms of, and the award decision made under, request for proposals (RFP) No. SPE605-20-R-0228, issued by the Defense Logistics Agency (DLA). The requester argues that our decision contains numerous errors of fact and law that warrant reversal or modification of our prior decision dismissing its protests.


        We deny the request for reconsideration."
2021-10-07 11:31:17,closed,https://www.gao.gov/docket/b-419653.1,"Quality Coast, Inc.",W9124D21Q0018,Department of the Army,B-419653.1,,"Mar 9, 2021","Jun 17, 2021",Bid Protest,Tania Calhoun,Withdrawn,"Mar 15, 2021",,
2021-10-07 11:31:19,closed,https://www.gao.gov/docket/b-419614.2,"MetroStar Systems, Inc.",19AQMM20Q0100,Department of State,B-419614.2,,"Feb 22, 2021","Jun 2, 2021",Bid Protest,Todd C. Culliton,Dismissed,"Mar 15, 2021",,
2021-10-07 11:31:21,closed,https://www.gao.gov/docket/b-419509.1,"Pathfinder Consultants, LLC",36C10B21R0007,Department of Veterans Affairs,B-419509.1,,"Jan 7, 2021","Apr 19, 2021",Bid Protest,Todd C. Culliton,Denied,"Mar 15, 2021",https://www.gao.gov/products/b-419509,"Pathfinder Consultants, LLC, of Washington, D.C., protests the terms of request for proposals (RFP) No. 36C10B21R0007, issued by the Department of Veterans Affairs (VA) for communications strategies and support services. Pathfinder complains that the RFP unreasonably omits past performance as an evaluation factor, and that the VA improperly failed to answer the firm's pre-proposal questions.


        We deny the protest."
2021-10-07 11:31:23,closed,https://www.gao.gov/docket/b-419614.1,Barbaricum LLC,19AQMM20Q0100,Department of State,B-419614.1,,"Feb 22, 2021","Jun 2, 2021",Bid Protest,Todd C. Culliton,Dismissed,"Mar 15, 2021",,
2021-10-07 11:31:26,closed,https://www.gao.gov/docket/b-419113.7,"AeroSage, LLC",SPE60520R0228,Department of Defense : Defense Logistics Agency,B-419113.7,,"Dec 23, 2020","Apr 2, 2021",Bid Protest: Reconsideration,Young H. Cho,Denied,"Mar 15, 2021","https://www.gao.gov/products/b-419113.6,b-419113.7","AeroSage, LLC, of Tampa, Florida, requests reconsideration of our decision in AeroSage, LLC, B-419113 et al., Dec. 15, 2020 (unpublished decision), wherein we dismissed AeroSage's protests challenging various aspects of the terms of, and the award decision made under, request for proposals (RFP) No. SPE605-20-R-0228, issued by the Defense Logistics Agency (DLA). The requester argues that our decision contains numerous errors of fact and law that warrant reversal or modification of our prior decision dismissing its protests.


        We deny the request for reconsideration."
2021-10-07 11:31:28,closed,https://www.gao.gov/docket/b-419602.1,"Chimes District of Columbia, Inc.",003ADV20R0198,Independent Agencies and Govt Corporations : U.S. AbilityOne Commission,B-419602.1,,"Feb 18, 2021","Jun 1, 2021",Bid Protest,Evan D. Wesser,Withdrawn,"Mar 15, 2021",,
2021-10-07 11:31:31,closed,https://www.gao.gov/docket/b-419432.3,"MidAmerica Fab and Machine, LLC",SPE5E721P0454,Department of Defense : Defense Logistics Agency,B-419432.3,,"Dec 17, 2020","Mar 29, 2021",Bid Protest: Entitlement,Jacob Talcott,Denied,"Mar 15, 2021",https://www.gao.gov/products/b-419432.3,"MidAmerica Fab and Machine, LLC, a small business of Neenah, Wisconsin, requests that our Office recommend it be reimbursed the costs associated with pursuing its protest of purchase order No. SPE5E721P0454, issued by the Department of Defense, Defense Logistics Agency (DLA), for manual control levers. MidAmerica argues that its protest was in the best interest of the government.

        We deny the request."
2021-10-07 11:31:32,closed,https://www.gao.gov/docket/b-419628.1,"B.L. Harbert International, LLC",19AQMM-20-R-0024,Department of State,B-419628.1,,"Feb 26, 2021","Jun 7, 2021",Bid Protest,Evan D. Wesser,Dismissed,"Mar 15, 2021",,
2021-10-07 11:31:34,closed,https://www.gao.gov/docket/b-419576.1,"Global Asset Technologies, LLC",W911RQ20R0012,Department of the Army : U.S. Army Materiel Command,B-419576.1,,"Feb 8, 2021","May 19, 2021",Bid Protest,Paul N. Wengert,Withdrawn,"Mar 15, 2021",,
2021-10-07 11:31:37,closed,https://www.gao.gov/docket/b-419522.1,"Mission1st Group, Inc.",W52P1J-19-R-I3MP,Department of the Army : U.S. Army Materiel Command,B-419522.1,,"Jan 12, 2021","Apr 22, 2021",Bid Protest,Scott H. Riback,Denied,"Mar 15, 2021",https://www.gao.gov/products/b-419522,"Mission1st Group, Inc. (MGI), of Arlington, Virginia, protests the elimination of its proposal from consideration under request for proposals (RFP) No. W52P1J-19-R-13MP, issued by the Department of the Army to acquire systems engineering and technical assistance, and program management office support services. MGI argues that the agency unreasonably eliminated its proposal for failing to include evidence demonstrating that the firm was International Organization for Standardization (ISO) 9001:2015 certified for the 2-year period preceding the deadline for submission of proposals.


        We deny the protest."
2021-10-07 11:31:40,closed,https://www.gao.gov/docket/b-419624.1,"Coast to Coast Computer Products, Inc.",SP7000-21-R-1001,Department of Defense : Defense Logistics Agency,B-419624.1,,"Feb 26, 2021","Jun 7, 2021",Bid Protest,Jonathan L. Kang,Dismissed,"Mar 12, 2021",,
2021-10-07 11:31:42,closed,https://www.gao.gov/docket/b-419589.1,"Go Time Travel and Tours, LLC",36C24921Q0025,Department of Veterans Affairs,B-419589.1,,"Feb 16, 2021","May 27, 2021",Bid Protest,Christopher An,Withdrawn,"Mar 12, 2021",,
2021-10-07 11:31:44,closed,https://www.gao.gov/docket/b-419606.1,Rotair Aerospace Corporation,SPE4A5-21-T-0368,Department of Defense : Defense Logistics Agency,B-419606.1,,"Feb 19, 2021","Jun 1, 2021",Bid Protest,Kasia Dourney,Dismissed,"Mar 12, 2021",,
2021-10-07 11:31:45,closed,https://www.gao.gov/docket/b-418773.4,"M6-Vets, LLC",9531CB19Q0112,Independent Agencies and Govt Corporations : Consumer Financial Protection Bureau,B-418773.4,,"Feb 1, 2021","May 12, 2021",Bid Protest,Glenn G. Wolcott,Withdrawn,"Mar 12, 2021",,
2021-10-07 11:31:47,closed,https://www.gao.gov/docket/b-419639.1,Hourigan Construction Corporation,N40085-21-R-2507,Department of the Navy : Naval Facilities Engineering Command,B-419639.1,,"Mar 4, 2021","Jun 14, 2021",Bid Protest,Evan D. Wesser,Dismissed,"Mar 12, 2021",,
2021-10-07 11:31:48,closed,https://www.gao.gov/docket/b-418531.2,"Belt Built CFM, JV",47PH0818R0004,Independent Agencies and Govt Corporations : Public Buildings Service,B-418531.2,,"Feb 26, 2021","Jun 7, 2021",Bid Protest,April Y. Shields,Dismissed,"Mar 12, 2021",,
2021-10-07 11:31:50,closed,https://www.gao.gov/docket/b-418510.4,SOC LLC,89303318REM000015,Department of Energy,B-418510.4,,"Feb 22, 2021","Jun 2, 2021",Bid Protest,Stephanie B. Magnell,Dismissed,"Mar 12, 2021",,
2021-10-07 11:31:53,closed,https://www.gao.gov/docket/b-419459.1,"APT Research, Inc.",HQ0858-20-R-0003,Department of Defense : Missile Defense Agency,B-419459.1,,"Dec 7, 2020","Mar 17, 2021",Bid Protest,Heather Weiner,Denied,"Mar 12, 2021",https://www.gao.gov/products/b-419459,"A-P-T Research, Inc., a small business of Huntsville, Alabama, protests the award of a contract to ARES Technical Services Corporation, of Burlingame, California, also a small business, under request for proposals (RFP) No. HQ0858-20-R-0003, issued by the Department of Defense, Missile Defense Agency (MDA), for technical, engineering, advisory and management support (TEAMS) safety support services. APT challenges MDA's evaluation of the technical and cost proposals and contends that the best‑value tradeoff and source selection decision was unreasonable.


        We deny the protest."
2021-10-07 11:31:54,closed,https://www.gao.gov/docket/b-418726.4,"People, Technology and Processes, LLC",W9124L-20-R-0016,Department of the Army,B-418726.4,,"Feb 22, 2021","Jun 2, 2021",Bid Protest,Raymond Richards,Dismissed,"Mar 11, 2021",,
2021-10-07 11:31:57,closed,https://www.gao.gov/docket/b-419563.2,"OSCTech, LLC",N3943019R2126,Department of the Navy : Naval Facilities Engineering Command,B-419563.2,,"Feb 1, 2021","May 12, 2021",Bid Protest,Christopher Alwood,Dismissed,"Mar 11, 2021",,
2021-10-07 11:31:58,closed,https://www.gao.gov/docket/b-419563.1,Soliel LLC,N3943019R2126,Department of the Navy : Naval Facilities Engineering Command,B-419563.1,,"Feb 1, 2021","May 12, 2021",Bid Protest,Christopher Alwood,Dismissed,"Mar 11, 2021",,
2021-10-07 11:32:00,closed,https://www.gao.gov/docket/b-419635.1,"Orbital Effects, Inc.",,Department of Defense : National Reconnaissance Office,B-419635.1,,"Mar 1, 2021","Jun 9, 2021",Bid Protest,Michael P. Grogan,Dismissed,"Mar 11, 2021",,
2021-10-07 11:32:03,closed,https://www.gao.gov/docket/b-419019.4,Elemental Innovation d/b/a Halo Maritime Defense System,N00024-20-R-6303,Department of the Navy : Naval Sea Systems Command,B-419019.4,,"Nov 30, 2020","Mar 10, 2021",Bid Protest: Entitlement,Stephanie B. Magnell,Granted,"Mar 11, 2021",https://www.gao.gov/products/b-419019.4,"Elemental Innovation Inc., a small business of Newton, New Hampshire, doing business as Halo Maritime Defense Systems (Halo), requests that our Office recommend that it be reimbursed the costs associated with filing and pursuing its protest. Halo filed its protest against the award of a contract to Oceanetics, Inc., a small business of Annapolis, Maryland, doing business as Truston Technologies (Truston), under request for proposals (RFP) N00024-20-R-6303, which was issued by the Department of the Navy, Naval Sea Systems Command, for port security barriers (PSBs). The protester contended that the agency failed to investigate apparent organizational conflicts of interest (OCIs); conducted a flawed technical evaluation, including the failure to consider prohibitions on the procurement of certain PSB designs; used an unsound internal price estimate; and did not engage in meaningful discussions with Halo, insofar as the discussions relied on the flawed price estimate. After our Office advised the parties at the conclusion of an outcome prediction alternate dispute resolution (ADR) conference that GAO would likely sustain the protest, the Navy indicated that it would take corrective action and we dismissed the protest as academic.

        We grant the request."
2021-10-07 11:32:05,closed,https://www.gao.gov/docket/b-419563.3,"DT Professional Services, LLC",N3943019R2126,Department of the Navy : Naval Facilities Engineering Command,B-419563.3,,"Feb 4, 2021","May 17, 2021",Bid Protest,Christopher Alwood,Dismissed,"Mar 11, 2021",,
2021-10-07 11:32:07,closed,https://www.gao.gov/docket/b-417500.17,"CounterTrade Products, Inc.",47QTCA-19-Q-0009,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-417500.17,,"Mar 1, 2021","Jun 9, 2021",Bid Protest,Glenn G. Wolcott,Dismissed,"Mar 11, 2021",,
2021-10-07 11:32:08,closed,https://www.gao.gov/docket/b-417500.16,"Blue Tech, Inc.",47QTCA-19-Q-0009,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-417500.16,,"Mar 1, 2021","Jun 9, 2021",Bid Protest,Glenn G. Wolcott,Dismissed,"Mar 11, 2021",,
2021-10-07 11:32:10,closed,https://www.gao.gov/docket/b-419579.1,"Veterans4You, LLC",540-152,Legislative Agencies : Government Publishing Office,B-419579.1,,"Feb 10, 2021","May 21, 2021",Bid Protest,Scott H. Riback,Dismissed,"Mar 11, 2021",,
2021-10-07 11:32:11,closed,https://www.gao.gov/docket/b-419591.1,"AVCOR Construction & Consulting, LLC",W9127S20R0003,Department of the Army : Corps of Engineers,B-419591.1,,"Feb 16, 2021","May 27, 2021",Bid Protest,Todd C. Culliton,Dismissed,"Mar 10, 2021",,
2021-10-07 11:32:15,closed,https://www.gao.gov/docket/b-418380.4,"Cotton & Company, LLP",80HQTR19Q0006,Independent Agencies and Govt Corporations : National Aeronautics and Space Administration,B-418380.4,,"Nov 30, 2020","Mar 10, 2021",Bid Protest,Katherine I. Riback,Denied,"Mar 10, 2021",https://www.gao.gov/products/b-418380.4,"Cotton & Company, LLP (Cotton), of Alexandria, Virginia, protests the issuance of a task order to Ernst & Young LLC, of New York, New York, under request for quotations (RFQ) No. 80HQTR19Q0006, issued by the National Aeronautics and Space Administration (NASA), for the NASA Annual Financial Statement Audit (NAFSA). Cotton challenges the agency's evaluation of quotations and the source selection decision.

        We deny the protest."
2021-10-07 11:32:16,closed,https://www.gao.gov/docket/b-419480.2,Maritime Institute of Technology and Graduate Studies,N61340-20-R-0116,Department of the Navy : Naval Air Systems Command,B-419480.2,,"Jan 25, 2021","May 5, 2021",Bid Protest,Heather Self,Dismissed,"Mar 10, 2021",,
2021-10-07 11:32:21,closed,https://www.gao.gov/docket/b-419626.1,ENPAC LLC,SPE4A6-21-Q-0533,Department of Defense : Defense Logistics Agency,B-419626.1,,"Feb 26, 2021","Jun 7, 2021",Bid Protest,Louis A. Chiarella,Dismissed,"Mar 9, 2021",,
2021-10-07 11:32:25,closed,https://www.gao.gov/docket/b-419049.3,"ICF Incorporated, LLC",RFQ1422996,Department of the Army : U.S. Army Materiel Command,B-419049.3,,"Nov 30, 2020","Mar 10, 2021",Bid Protest,Raymond Richards,Denied,"Mar 9, 2021","https://www.gao.gov/products/b-419049.3,b-419049.4","ICF Incorporated, L.L.C. (ICF) of Fairfax, Virginia, protests the issuance of a task order to Leidos, Inc., of Reston, Virginia, under request for proposals (RFP) No. RFQ1422996, issued by the Department of the Army, Army Materiel Command (Army), for research, development, and deployment of capabilities to support Department of Defense imperatives for cyber operations and security. The protester challenges the agency's evaluation of the offerors' technical and cost proposals and the source selection decision.

        We deny the protest."
2021-10-07 11:32:26,closed,https://www.gao.gov/docket/b-418797.3,"Iron Mountain Information Management, LLC",36C10E20Q0090,Department of Veterans Affairs,B-418797.3,,"Jan 25, 2021","May 5, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Mar 9, 2021",,
2021-10-07 11:32:28,closed,https://www.gao.gov/docket/b-418797.2,"Iron Mountain Information Management, LLC",36C10E20Q0090,Department of Veterans Affairs,B-418797.2,,"Dec 14, 2020","Mar 24, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Mar 9, 2021",,
2021-10-07 11:32:31,closed,https://www.gao.gov/docket/b-419049.4,"ICF Incorporated, LLC",RFQ1422996,Department of the Army : U.S. Army Materiel Command,B-419049.4,,"Jan 11, 2021","Apr 21, 2021",Bid Protest,Raymond Richards,Denied,"Mar 9, 2021","https://www.gao.gov/products/b-419049.3,b-419049.4","ICF Incorporated, L.L.C. (ICF) of Fairfax, Virginia, protests the issuance of a task order to Leidos, Inc., of Reston, Virginia, under request for proposals (RFP) No. RFQ1422996, issued by the Department of the Army, Army Materiel Command (Army), for research, development, and deployment of capabilities to support Department of Defense imperatives for cyber operations and security. The protester challenges the agency's evaluation of the offerors' technical and cost proposals and the source selection decision.

        We deny the protest."
2021-10-07 11:32:33,closed,https://www.gao.gov/docket/b-419548.1,"NMS Management, Inc.",N0024421R0008,Department of the Navy : Naval Supply Systems Command,B-419548.1,,"Jan 28, 2021","May 10, 2021",Bid Protest,Paula A. Williams,Dismissed,"Mar 8, 2021",,
2021-10-07 11:32:37,closed,https://www.gao.gov/docket/b-419467.2,"VxL Enterprises, LLC",70RFP420RE7000009,Department of Homeland Security : Federal Protective Service,B-419467.2,,"Dec 14, 2020","Mar 24, 2021",Bid Protest,Kenneth Kilgour,Denied,"Mar 8, 2021",https://www.gao.gov/products/b-419467.2,"VxL Enterprises, LLC, of Alexandria, Virginia, protests the award of a contract to Triple Canopy, Inc., of Herndon, Virginia, under request for proposals (RFP) No. 70RFP420RE7000009, issued by the Department of Homeland Security (DHS), Federal Protective Service (FPS) for armed protective security officer services. VxL challenges the reasonableness of the agency's past performance evaluation.


        We deny the protest."
2021-10-07 11:32:38,closed,https://www.gao.gov/docket/b-419616.1,"Excalibur Healthcare, PA",HT001520R0063,Department of Defense : Defense Health Agency,B-419616.1,,"Feb 23, 2021","Jun 3, 2021",Bid Protest,Alexander O. Levine,Dismissed,"Mar 8, 2021",,
2021-10-07 11:32:40,closed,https://www.gao.gov/docket/b-419573.1,"Betty Foster Roofing, LLC",36C77621R0023,Department of Veterans Affairs,B-419573.1,,"Feb 8, 2021","May 19, 2021",Bid Protest,Paula A. Williams,Dismissed,"Mar 8, 2021",,
2021-10-07 11:32:42,closed,https://www.gao.gov/docket/b-419616.2,"Excalibur Healthcare, PA",HT001520R0063,Department of Defense : Defense Health Agency,B-419616.2,,"Mar 1, 2021","Jun 9, 2021",Bid Protest,Alexander O. Levine,Dismissed,"Mar 8, 2021",,
2021-10-07 11:32:43,closed,https://www.gao.gov/docket/b-419548.2,"NMS Management, Inc.",N0024421R0008,Department of the Navy : Naval Supply Systems Command,B-419548.2,,"Feb 12, 2021","May 24, 2021",Bid Protest,Paula A. Williams,Dismissed,"Mar 8, 2021",,
2021-10-07 11:32:44,closed,https://www.gao.gov/docket/b-419582.1,Redcon Solutions Group,36C24821Q0372,Department of Veterans Affairs,B-419582.1,,"Feb 10, 2021","May 21, 2021",Bid Protest,Christine Milne,Dismissed,"Mar 8, 2021",,
2021-10-07 11:32:46,closed,https://www.gao.gov/docket/b-419540.1,"Alithos Anesti, LLC",009-JG-AL111755,Department of the Army,B-419540.1,,"Jan 21, 2021","May 3, 2021",Bid Protest,April Y. Shields,Dismissed,"Mar 5, 2021",,
2021-10-07 11:32:47,closed,https://www.gao.gov/docket/b-419560.2,Northrop Grumman Systems Corporation-  Mission Systems,N00019-19-R-0069,Department of the Navy : Naval Air Systems Command,B-419560.2,,"Mar 1, 2021","Jun 9, 2021",Bid Protest,Sarah T. Zaffina,Dismissed,"Mar 5, 2021",,
2021-10-07 11:32:49,closed,https://www.gao.gov/docket/b-419428.5,"Strategic Resolution Experts, Inc.",70FA4020Q00000004,Department of Homeland Security : Federal Emergency Management Agency,B-419428.5,,"Feb 19, 2021","Jun 1, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Mar 5, 2021",,
2021-10-07 11:32:53,closed,https://www.gao.gov/docket/b-418405.6,"Lamb Informatics, Ltd.",ID11190052,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-418405.6,,"Jan 8, 2021","Apr 19, 2021",Bid Protest,Christopher Alwood,Denied,"Mar 5, 2021","https://www.gao.gov/products/b-418405.5,b-418405.6","Lamb Informatics Limited, of Fairfax, Virginia, protests the issuance of a task order to Pyramid Systems, Inc. of Fairfax, Virginia, under request for quotations (RFQ) No. ID11190052, issued by the General Services Administration (GSA) on behalf of the Department of Housing and Urban Development (HUD) for information technology (IT) support services. The protester alleges that the agency unreasonably assessed a deficiency under the management approach evaluation factor. The protester also challenges various other aspects of the agency's evaluation and award decision.


        We deny the protest."
2021-10-07 11:32:55,closed,https://www.gao.gov/docket/b-419557.1,Northrop Grumman Systems Corporation-  Mission Systems,N00019-19-R-0069-A,Department of the Navy : Naval Air Systems Command,B-419557.1,,"Feb 1, 2021","May 12, 2021",Bid Protest,Sarah T. Zaffina,Dismissed,"Mar 5, 2021",,
2021-10-07 11:32:58,closed,https://www.gao.gov/docket/b-418405.5,"Lamb Informatics, Ltd.",ID11190052,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-418405.5,,"Dec 4, 2020","Mar 15, 2021",Bid Protest,Christopher Alwood,Denied,"Mar 5, 2021","https://www.gao.gov/products/b-418405.5,b-418405.6","Lamb Informatics Limited, of Fairfax, Virginia, protests the issuance of a task order to Pyramid Systems, Inc. of Fairfax, Virginia, under request for quotations (RFQ) No. ID11190052, issued by the General Services Administration (GSA) on behalf of the Department of Housing and Urban Development (HUD) for information technology (IT) support services. The protester alleges that the agency unreasonably assessed a deficiency under the management approach evaluation factor. The protester also challenges various other aspects of the agency's evaluation and award decision.


        We deny the protest."
2021-10-07 11:32:59,closed,https://www.gao.gov/docket/b-419560.1,Northrop Grumman Systems Corporation-  Mission Systems,N00019-19-R-0069,Department of the Navy : Naval Air Systems Command,B-419560.1,,"Feb 1, 2021","May 12, 2021",Bid Protest,Sarah T. Zaffina,Dismissed,"Mar 5, 2021",,
2021-10-07 11:33:03,closed,https://www.gao.gov/docket/b-419609.1,OSEMI Inc.,TJ12112020P,University of California Santa Barbara,B-419609.1,,"Feb 22, 2021","Jun 2, 2021",Bid Protest,Heather Self,Dismissed,"Mar 4, 2021",,
