docket_page_link,Protestor,Solicitation Number,Agency,File number,Outcome,Decision Date,Filed Date,Due Date,Case Type,GAO Attorney,Decision Summary,Decision Highlight
https://www.gao.gov/docket/b-419068.2,"Shertech Pharmacy Piedmont, LLC",36C24620Q0897,Department of Veterans Affairs,B-419068.2,Dismissed,"Jan 29, 2021","Nov 2, 2020","Feb 10, 2021",Bid Protest: Entitlement,Jacob Talcott,,
https://www.gao.gov/docket/b-419530.1,FedSync,693JK420Q600005,Department of Transportation,B-419530.1,Dismissed,"Jan 29, 2021","Jan 14, 2021","Apr 26, 2021",Bid Protest,Raymond Richards,,
https://www.gao.gov/docket/b-419511.1,"Telford Aviation, Inc.",1305M221QNMAN0023,Department of Commerce : National Oceanic and Atmospheric Administration,B-419511.1,Dismissed,"Jan 29, 2021","Jan 8, 2021","Apr 19, 2021",Bid Protest,Sarah T. Zaffina,,
https://www.gao.gov/docket/b-418824.4,"RCG of North Carolina, LLC",SPE1C1-20-R-0102,Department of Defense : Defense Logistics Agency,B-418824.4,Dismissed,"Jan 29, 2021","Sep 23, 2020","Jan 4, 2021",Bid Protest: Reconsideration,Christina Sklarew,B-418824.4,"https://www.gao.gov/products/b-418824.4
Highlights


Organic Supply LLC, of Palm Beach, Florida, asks that we reconsider our decision resolving another party's protest, B-418824, B-418824.3, RCG of North Carolina, Sept. 17, 2020, 2020 CPD ¶ 298, in which we stated that we would not consider allegations raised on Organic Supply's behalf because the firm had not filed a protest with our Office in accordance with our Bid Protest Regulations.


        We deny the request because it does not meet our standard for reconsideration."
https://www.gao.gov/docket/b-419164.2,"RWD Consulting, LLC",HT001420R0001,Department of Defense : Defense Health Agency,B-419164.2,Dismissed,"Jan 28, 2021","Dec 28, 2020","Apr 7, 2021",Bid Protest,April Y. Shields,,
https://www.gao.gov/docket/b-419520.1,"Invicta Defense, Inc.",N62473-19-R-4406,Department of the Navy : Naval Facilities Engineering Command,B-419520.1,Dismissed,"Jan 27, 2021","Jan 11, 2021","Apr 21, 2021",Bid Protest,April Y. Shields,,
https://www.gao.gov/docket/b-419500.1,"ES Squared, LLC",75P00120R00155,Department of Health and Human Services : Federal Occupational Health Services,B-419500.1,Dismissed,"Jan 27, 2021","Dec 28, 2020","Apr 7, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-419489.1,"Phoenix Management, Inc.",FA8501-20-R-0004,Department of the Air Force,B-419489.1,Dismissed,"Jan 27, 2021","Dec 23, 2020","Apr 2, 2021",Bid Protest,Kenneth Kilgour,,
https://www.gao.gov/docket/b-419146.5,"AeroSage, LLC",SPE605-20-R-0227,Department of Defense : Defense Logistics Agency,B-419146.5,Dismissed,"Jan 27, 2021","Oct 13, 2020","Jan 21, 2021",Bid Protest: Reconsideration,Paula A. Williams,,
https://www.gao.gov/docket/b-419146.6,"AeroSage, LLC",SPE605-20-R-0227,Department of Defense : Defense Logistics Agency,B-419146.6,Dismissed,"Jan 27, 2021","Oct 14, 2020","Jan 22, 2021",Bid Protest: Reconsideration,Paula A. Williams,,
https://www.gao.gov/docket/b-417513.5,Hendall Inc.,2001,Department of Health and Human Services : National Institutes of Health,B-417513.5,Denied,"Jan 27, 2021","Mar 5, 2020","Jun 15, 2020",Bid Protest: Reconsideration,Mary G. Curcio,B-417513.5,"https://www.gao.gov/products/b-417513.5
Highlights


Hendall, Inc., of Rockville, Maryland, requests partial reconsideration of our decision, Hendall, Inc., B-417513.3; B-417513.4, Feb. 24, 2020, 2020 CPD ¶ 87. In that decision we denied in part, and dismissed in part, Hendall's protests against the issuance of a task order to IQ Solutions, Inc., also of Rockville, Maryland, under task order request for proposals (TORP) No. 2001, issued by the Department of Health and Human Services, National Institutes of Health (NIH), for communications support services. In its protests, Hendall challenged the agency's evaluation under the technical and past performance factors, and the agency's best-value tradeoff decision. The protester also asserted that the agency engaged in disparate treatment of Hendall and IQ Solutions by providing IQ Solutions more substantive information regarding its evaluation in IQ's debriefings, and more details about its past performance during discussions. Hendall requests that we reconsider our decision to the extent it dismissed these issues.


        We deny the request for reconsideration."
https://www.gao.gov/docket/b-418546.5,"J's Associates, LLC",47PD0120Q0001,Independent Agencies and Govt Corporations : Public Buildings Service,B-418546.5,Dismissed,"Jan 26, 2021","Jan 19, 2021","Apr 29, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-419131.4,"ABS-A Best Services, Inc.",W9126G-20-Q-3087,Department of the Army : Corps of Engineers,B-419131.4,Dismissed,"Jan 26, 2021","Oct 28, 2020","Feb 5, 2021",Bid Protest: Reconsideration,Christopher An,,
https://www.gao.gov/docket/b-419484.1,Murray-Benjamin Electric Company,SPE7M120U4144,Department of Defense : Defense Logistics Agency,B-419484.1,Dismissed,"Jan 26, 2021","Dec 21, 2020","Mar 31, 2021",Bid Protest,Emily R. O'Hara,,
https://www.gao.gov/docket/b-418546.4,"Trademasters Service, Inc.",47PD0120Q0001,Independent Agencies and Govt Corporations : Public Buildings Service,B-418546.4,Dismissed,"Jan 26, 2021","Jan 8, 2021","Apr 19, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-419524.1,Pacific Cogen Power & Cooling Corporation,LO-202010191,Department of the Navy : Naval Facilities Engineering Command,B-419524.1,Dismissed,"Jan 26, 2021","Jan 12, 2021","Apr 22, 2021",Bid Protest,Katherine I. Riback,,
https://www.gao.gov/docket/b-419156.2,"Butt Construction Company, Inc.",W912QR20B0020,Department of the Army : Corps of Engineers,B-419156.2,Denied,"Jan 26, 2021","Oct 26, 2020","Feb 3, 2021",Bid Protest,Paul N. Wengert,B-419156.2,"https://www.gao.gov/products/b-419156.2
Highlights


Butt Construction Company, Inc., of Dayton, Ohio, a small business, protests the award of a contract to R.J. Runge Company, Inc., of Port Clinton, Ohio, also a small business, under invitation for bids (IFB) No. W912QR-20-B-0020, issued by the Department of the Army, Corps of Engineers, for construction of an exterior elevator for the Joint Systems Manufacturing Center in Lima, Ohio. Butt argues that the Army should have rejected Runge's bid as nonresponsive.


        We deny the protest."
https://www.gao.gov/docket/b-419505.1,"Hanger Prosthetics & Orthotics, Inc.",36C77620Q0073,Department of Veterans Affairs,B-419505.1,Dismissed,"Jan 26, 2021","Jan 5, 2021","Apr 15, 2021",Bid Protest,Michael P. Grogan,,
https://www.gao.gov/docket/b-419493.2,Futron Inc.,W912QR-19-R-0009,Department of the Army : Corps of Engineers,B-419493.2,Dismissed,"Jan 26, 2021","Dec 28, 2020","Apr 7, 2021",Bid Protest,Evan D. Wesser,,
https://www.gao.gov/docket/b-419131.3,"ABS-A Best Services, Inc.",W9126G-20-Q-3087,Department of the Army : Corps of Engineers,B-419131.3,Dismissed,"Jan 26, 2021","Oct 28, 2020","Feb 5, 2021",Bid Protest: Reconsideration,Christopher An,,
https://www.gao.gov/docket/b-419543.1,"Marquis Solutions, LLC",FA8601-20-R-0014,Department of the Air Force,B-419543.1,Dismissed,"Jan 26, 2021","Jan 25, 2021","May 5, 2021",Bid Protest,Paul N. Wengert,,
https://www.gao.gov/docket/b-419394.3,ARDL Inc.,W912P920R0002,Department of the Army : Corps of Engineers,B-419394.3,Dismissed,"Jan 26, 2021","Jan 11, 2021","Apr 21, 2021",Bid Protest,Christopher An,,
https://www.gao.gov/docket/b-419394.2,ARDL Inc.,W912P920R0002,Department of the Army : Corps of Engineers,B-419394.2,Dismissed,"Jan 26, 2021","Dec 21, 2020","Mar 31, 2021",Bid Protest,Christopher An,,
https://www.gao.gov/docket/b-419493.1,KUNJ Construction Corporation,W912QR19R0009,Department of the Army : Corps of Engineers,B-419493.1,Dismissed,"Jan 26, 2021","Dec 28, 2020","Apr 7, 2021",Bid Protest,Evan D. Wesser,,
https://www.gao.gov/docket/b-418546.3,"J's Associates, LLC",47PD0120Q0001,Independent Agencies and Govt Corporations : Public Buildings Service,B-418546.3,Dismissed,"Jan 26, 2021","Jan 8, 2021","Apr 19, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-418172.2,"Kratos Defense & Rocket Support Services, Inc.",N0018919R3037,Department of the Navy : Naval Supply Systems Command,B-418172.2,Denied,"Jan 26, 2021","Oct 19, 2020","Jan 27, 2021",Bid Protest,Stephanie B. Magnell,B-418172.2,"https://www.gao.gov/products/b-418172.2
Highlights


Kratos Defense & Rocket Support Services, Inc., of San Diego, California, protests the exclusion of its quotation from competition for request for quotations (RFQ) No. N00189-19-R-3037, which was issued by the Department of the Navy, Naval Supply Systems Command, to obtain training, education, engineering, technical and management support services for the Royal Saudi Naval Forces. The protester argues that even though its proposal did not contain certain subcontractor pricing information, the agency unreasonably failed to review Kratos's quotation in full to assess if it nevertheless contained all necessary cost/price elements. The protester argues in the alternative that the agency should have either waived the requirement for this information or requested it from Kratos.


        We deny the protest."
https://www.gao.gov/docket/b-419501.1,"Centretech Healthcare Systems Management Services, LLC",36C10X21Q0024,Department of Veterans Affairs,B-419501.1,Dismissed,"Jan 26, 2021","Dec 28, 2020","Apr 7, 2021",Bid Protest,Sarah T. Zaffina,,
https://www.gao.gov/docket/b-419370.1,"CMSoft, Inc.",AF18A-T004,Department of the Air Force,B-419370.1,Denied,"Jan 26, 2021","Oct 21, 2020","Jan 29, 2021",Bid Protest,Alexander O. Levine,B-419370,"https://www.gao.gov/products/b-419370
Highlights


CMSoft, Inc., a small business located in Palo Alto, California, protests the rejection of its proposal by the Department of the Air Force under the Department of Defense's (DOD) Small Business Technology Transfer (STTR) program broad agency announcement (BAA) 18A, topic number AF18A-T004, which sought multi-physics models for parachute deployment and braking. The protester asserts that the agency unreasonably calculated the percentage of work proposed for CMSoft's teaming partner, resulting in CMSoft's proposal being found ineligible to proceed to the next phase.


        We deny the protest"
https://www.gao.gov/docket/b-419372.1,"Raven Operations, LLC",FA487720R0051,Department of the Air Force,B-419372.1,Denied,"Jan 25, 2021","Oct 22, 2020","Feb 1, 2021",Bid Protest,April Y. Shields,B-419372,"https://www.gao.gov/products/b-419372
Highlights


Raven Operations, LLC, of Scottsdale, Arizona, protests the Department of the Air Force's award of a contract to AAJ Construction, Inc., of West Leechburg, Pennsylvania, under request for proposals (RFP) No. FA487720R0051 for grounds maintenance services. Raven primarily challenges the evaluation of the awardee's proposal under the experience factor.


        We deny the protest."
https://www.gao.gov/docket/b-419532.1,"Verizon Business Network Services, Inc.",821913979,Department of Defense : Defense Information Systems Agency,B-419532.1,Dismissed,"Jan 25, 2021","Jan 14, 2021","Apr 26, 2021",Bid Protest,Scott H. Riback,,
https://www.gao.gov/docket/b-419194.4,"NOVAD Management Consulting, LLC",86614920R00007,Department of Housing and Urban Development,B-419194.4,Dismissed,"Jan 25, 2021","Dec 17, 2020","Mar 29, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-419366.1,"Castro & Company, LLC",unknown,Department of the Treasury : Internal Revenue Service,B-419366.1,Denied,"Jan 25, 2021","Oct 19, 2020","Jan 27, 2021",Bid Protest,John Sorrenti,B-419366,"https://www.gao.gov/products/b-419366
Highlights


Castro & Company, LLC, of Alexandria, Virginia, protests the decision by the Department of Treasury, Internal Revenue Service (IRS) to establish a blanket purchase agreement (BPA) with Kearney & Company, P.C., also of Alexandria, Virginia, under request for quotations (RFQ) No. 2032H320Q00044, issued for compliance support services. Castro protests the agency's limited-sources justification and establishment of the BPA, made as a logical follow-on to a previously established BPA.


        We deny the protest in part and dismiss it in part."
https://www.gao.gov/docket/b-419487.1,"MAXIMUS Federal Services, Inc.",28321321R00000001,Independent Agencies and Govt Corporations : Social Security Administration,B-419487.1,Dismissed,"Jan 25, 2021","Dec 23, 2020","Apr 2, 2021",Bid Protest,Michael P. Grogan,,
https://www.gao.gov/docket/b-419347.2,"Crowley Government Services, Inc.",SPE605-20-R-0222,Department of Defense : Defense Logistics Agency,B-419347.2,Sustained,"Jan 25, 2021","Nov 3, 2020","Feb 11, 2021",Bid Protest,Scott H. Riback,"B-419347,B-419347.2,B-419347.3,B-419347.4","https://www.gao.gov/products/b-419347,b-419347.2,b-419347.3,b-419347.4
Highlights


Crowley Government Services, Inc., of Jacksonville, Florida, and Petro Star, Inc., of Anchorage, Alaska, protest the award of various contracts under request for proposals (RFP) No. SPE605-20-R-0222, issued by the Defense Logistics Agency to acquire various petroleum products. Both protesters argue that the agency misevaluated prices in connection with the awarded contracts.


        We sustain the protests."
https://www.gao.gov/docket/b-419347.4,"Petro Star, Inc.",SPE605-20-R-0222,Department of Defense : Defense Logistics Agency,B-419347.4,Sustained,"Jan 25, 2021","Nov 30, 2020","Mar 10, 2021",Bid Protest,Scott H. Riback,"B-419347,B-419347.2,B-419347.3,B-419347.4","https://www.gao.gov/products/b-419347,b-419347.2,b-419347.3,b-419347.4
Highlights


Crowley Government Services, Inc., of Jacksonville, Florida, and Petro Star, Inc., of Anchorage, Alaska, protest the award of various contracts under request for proposals (RFP) No. SPE605-20-R-0222, issued by the Defense Logistics Agency to acquire various petroleum products. Both protesters argue that the agency misevaluated prices in connection with the awarded contracts.


        We sustain the protests."
https://www.gao.gov/docket/b-419347.1,"Crowley Government Services, Inc.",SPE605-20-R-0222,Department of Defense : Defense Logistics Agency,B-419347.1,Sustained,"Jan 25, 2021","Oct 16, 2020","Jan 25, 2021",Bid Protest,Scott H. Riback,"B-419347,B-419347.2,B-419347.3,B-419347.4","https://www.gao.gov/products/b-419347,b-419347.2,b-419347.3,b-419347.4
Highlights


Crowley Government Services, Inc., of Jacksonville, Florida, and Petro Star, Inc., of Anchorage, Alaska, protest the award of various contracts under request for proposals (RFP) No. SPE605-20-R-0222, issued by the Defense Logistics Agency to acquire various petroleum products. Both protesters argue that the agency misevaluated prices in connection with the awarded contracts.


        We sustain the protests."
https://www.gao.gov/docket/b-419369.2,"Mission1st Group, Inc.",330932,Department of the Army : U.S. Army Materiel Command,B-419369.2,Denied,"Jan 25, 2021","Oct 20, 2020","Jan 28, 2021",Bid Protest,Evan D. Wesser,B-419369.2,"https://www.gao.gov/products/b-419369.2
Highlights


Mission1st Group, Inc., a small business of Arlington, Virginia, protests the issuance of a task order to Business Mission Edge, LLC (BME), a small business of Bethesda, Maryland, under Fair Opportunity Notice (FON) No. CHESS ITES-3S #330932, which was issued by the Department of the Army, U.S. Army Materiel Command, for information technology engineering and installation support services to the 335th Signal Command. Mission1st challenges the agency's evaluation of proposals, and the resulting award decision.


        We deny the protest."
https://www.gao.gov/docket/b-419466.1,"RB Consulting, Inc.",FA8003-19-R-A002,Department of the Air Force,B-419466.1,Withdrawn,"Jan 25, 2021","Dec 10, 2020","Mar 22, 2021",Bid Protest,Paula A. Williams,,
https://www.gao.gov/docket/b-419532.2,"Verizon Business Network Services, Inc.",821913979,Department of Defense : Defense Information Systems Agency,B-419532.2,Dismissed,"Jan 25, 2021","Jan 19, 2021","Apr 29, 2021",Bid Protest,Scott H. Riback,,
https://www.gao.gov/docket/b-419461.1,"Absolute Business Solutions, Inc.",RS3-19-0017,Department of the Army : U.S. Army Materiel Command,B-419461.1,Dismissed,"Jan 25, 2021","Dec 8, 2020","Mar 18, 2021",Bid Protest,Sarah T. Zaffina,,
https://www.gao.gov/docket/b-419347.3,"Petro Star, Inc.",SPE605-20-R-0222,Department of Defense : Defense Logistics Agency,B-419347.3,Sustained,"Jan 25, 2021","Nov 12, 2020","Feb 22, 2021",Bid Protest,Scott H. Riback,"B-419347,B-419347.2,B-419347.3,B-419347.4","https://www.gao.gov/products/b-419347,b-419347.2,b-419347.3,b-419347.4
Highlights


Crowley Government Services, Inc., of Jacksonville, Florida, and Petro Star, Inc., of Anchorage, Alaska, protest the award of various contracts under request for proposals (RFP) No. SPE605-20-R-0222, issued by the Defense Logistics Agency to acquire various petroleum products. Both protesters argue that the agency misevaluated prices in connection with the awarded contracts.


        We sustain the protests."
https://www.gao.gov/docket/b-419046.2,"Appsential, LLC",1395153,Department of Energy,B-419046.2,Denied,"Jan 22, 2021","Oct 15, 2020","Jan 25, 2021",Bid Protest,Glenn G. Wolcott,"B-419046.2,B-419046.3,B-419046.4","https://www.gao.gov/products/b-419046.2,b-419046.3,b-419046.4
Highlights


        We deny the protest."
https://www.gao.gov/docket/b-419341.2,"APS-IAP, JV",W912QR-20-R-0028,Department of the Army : Corps of Engineers,B-419341.2,Dismissed,"Jan 22, 2021","Dec 1, 2020","Mar 11, 2021",Bid Protest,Kenneth Kilgour,,
https://www.gao.gov/docket/b-419480.1,Maritime Institute of Technology and Graduate Studies,N61340-20-R-0116,Department of the Navy : Naval Air Systems Command,B-419480.1,Dismissed,"Jan 22, 2021","Dec 18, 2020","Mar 29, 2021",Bid Protest,Heather Self,,
https://www.gao.gov/docket/b-419349.1,"Stargates, Inc.",N0016420R3003,Department of the Navy : Naval Surface Warfare Center,B-419349.1,Denied,"Jan 22, 2021","Oct 16, 2020","Jan 25, 2021",Bid Protest,Heather Weiner,"B-419349,B-419349.2,B-419349.3","https://www.gao.gov/products/b-419349,b-419349.2,b-419349.3
Highlights


Stargates, Inc., of Arlington, Virginia, a small business, protests the Department of the Navy, Naval Sea Systems Command's issuance of a SeaPort Next Generation task order to KMS Solutions, LLC, of Middletown, Rhode Island, also a small business, pursuant to request for proposals (RFP) No. N0016420R3003, for non-personal, system engineering and technical assistance (SETA) support services. Stargates challenges the Navy's evaluation of the technical and cost proposals and contends that the best-value tradeoff and source selection decision was unreasonable.


        We deny the protest."
https://www.gao.gov/docket/b-419349.2,"Stargates, Inc.",N0016420R3003,Department of the Navy : Naval Surface Warfare Center,B-419349.2,Denied,"Jan 22, 2021","Nov 30, 2020","Mar 10, 2021",Bid Protest,Heather Weiner,"B-419349,B-419349.2,B-419349.3","https://www.gao.gov/products/b-419349,b-419349.2,b-419349.3
Highlights


Stargates, Inc., of Arlington, Virginia, a small business, protests the Department of the Navy, Naval Sea Systems Command's issuance of a SeaPort Next Generation task order to KMS Solutions, LLC, of Middletown, Rhode Island, also a small business, pursuant to request for proposals (RFP) No. N0016420R3003, for non-personal, system engineering and technical assistance (SETA) support services. Stargates challenges the Navy's evaluation of the technical and cost proposals and contends that the best-value tradeoff and source selection decision was unreasonable.


        We deny the protest."
https://www.gao.gov/docket/b-419483.1,The Povolny Group,36A77620R0004,Department of Veterans Affairs,B-419483.1,Withdrawn,"Jan 22, 2021","Dec 21, 2020","Mar 31, 2021",Bid Protest,Raymond Richards,,
https://www.gao.gov/docket/b-419349.3,"Stargates, Inc.",N0016420R3003,Department of the Navy : Naval Surface Warfare Center,B-419349.3,Denied,"Jan 22, 2021","Dec 11, 2020","Mar 22, 2021",Bid Protest,Heather Weiner,"B-419349,B-419349.2,B-419349.3","https://www.gao.gov/products/b-419349,b-419349.2,b-419349.3
Highlights


Stargates, Inc., of Arlington, Virginia, a small business, protests the Department of the Navy, Naval Sea Systems Command's issuance of a SeaPort Next Generation task order to KMS Solutions, LLC, of Middletown, Rhode Island, also a small business, pursuant to request for proposals (RFP) No. N0016420R3003, for non-personal, system engineering and technical assistance (SETA) support services. Stargates challenges the Navy's evaluation of the technical and cost proposals and contends that the best-value tradeoff and source selection decision was unreasonable.


        We deny the protest."
https://www.gao.gov/docket/b-419467.1,"The J. Diamond Group, Inc.",70RFP420RE7000009,Department of Homeland Security : Federal Protective Service,B-419467.1,Withdrawn,"Jan 22, 2021","Dec 14, 2020","Mar 24, 2021",Bid Protest,Kenneth Kilgour,,
https://www.gao.gov/docket/b-418906.2,"TEN21 Capital, LLC",VA255-18-R-0517,Department of Veterans Affairs,B-418906.2,Dismissed,"Jan 22, 2021","Dec 15, 2020","Mar 25, 2021",Bid Protest,Christopher Alwood,,
https://www.gao.gov/docket/b-419023.3,Cargo Transport Systems Company,HTC71120QW001,Department of the Air Force,B-419023.3,Dismissed,"Jan 22, 2021","Dec 3, 2020","Mar 15, 2021",Bid Protest,April Y. Shields,,
https://www.gao.gov/docket/b-419341.1,"APS-IAP, JV",W912QR-20-R-0028,Department of the Army : Corps of Engineers,B-419341.1,Dismissed,"Jan 22, 2021","Oct 16, 2020","Jan 25, 2021",Bid Protest,Kenneth Kilgour,,
https://www.gao.gov/docket/b-418063.5,"Technology, Automation & Management, Inc.",ID07180067,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-418063.5,Dismissed,"Jan 22, 2021","Nov 2, 2020","Feb 10, 2021",Bid Protest,John Sorrenti,,
https://www.gao.gov/docket/b-419046.4,"Appsential, LLC",1395153,Department of Energy,B-419046.4,Denied,"Jan 22, 2021","Nov 30, 2020","Mar 10, 2021",Bid Protest,Glenn G. Wolcott,"B-419046.2,B-419046.3,B-419046.4","https://www.gao.gov/products/b-419046.2,b-419046.3,b-419046.4
Highlights


        We deny the protest."
https://www.gao.gov/docket/b-419455.1,"Front End Analytics, LLC",N/A,Department of the Army : U.S. Army Materiel Command,B-419455.1,Dismissed,"Jan 22, 2021","Dec 3, 2020","Mar 15, 2021",Bid Protest,Sarah T. Zaffina,,
https://www.gao.gov/docket/b-419106.3,"Anika Systems, Inc.",RFQ8102,Department of the Treasury : Internal Revenue Service,B-419106.3,Dismissed,"Jan 22, 2021","Jan 4, 2021","Apr 14, 2021",Bid Protest,Kasia Dourney,,
https://www.gao.gov/docket/b-419046.3,"Appsential, LLC",1395153,Department of Energy,B-419046.3,Denied,"Jan 22, 2021","Nov 12, 2020","Feb 22, 2021",Bid Protest,Glenn G. Wolcott,"B-419046.2,B-419046.3,B-419046.4","https://www.gao.gov/products/b-419046.2,b-419046.3,b-419046.4
Highlights


        We deny the protest."
https://www.gao.gov/docket/b-419023.2,Cargo Transport Systems Company,HTC71120QW001,Department of the Air Force,B-419023.2,Dismissed,"Jan 22, 2021","Dec 3, 2020","Mar 15, 2021",Bid Protest: Entitlement,April Y. Shields,,
https://www.gao.gov/docket/b-413104.47,"InterImage, Inc.",NIHJT2016015,Department of Health and Human Services : National Institutes of Health,B-413104.47,Denied,"Jan 21, 2021","Oct 20, 2020","Jan 28, 2021",Bid Protest,Young H. Cho,"This protest is covered by a protective order, which means that some
            information in the decision may require redaction before public release.
            A final redacted version of the decision will be posted when this process
            is complete. Learn more about our protective order and redaction process here.",
https://www.gao.gov/docket/b-419336.6,"Deloitte Consulting, LLP",70T04020Q9CAP8003,Department of Homeland Security : Transportation Security Administration,B-419336.6,Denied,"Jan 21, 2021","Nov 30, 2020","Mar 10, 2021",Bid Protest,April Y. Shields,"B-419336.2,B-419336.4,B-419336.6","https://www.gao.gov/products/b-419336.2,b-419336.4,b-419336.6
Highlights


Deloitte Consulting LLP of Arlington, Virginia, protests the establishment of a blanket purchase agreement (BPA) with Grant Thornton Public Sector LLC of Arlington, Virginia, by the Department of Homeland Security, Transportation Security Administration (TSA), under request for quotations (RFQ) No. 70T04020Q9CAP8003 for program analysis and strategic support services. Deloitte protests various aspects of the agency's evaluation and source selection decision.


        We deny the protest."
https://www.gao.gov/docket/b-419423.1,"Polu Kai Services, LLC",47PE0420R0002,Independent Agencies and Govt Corporations : General Services Administration,B-419423.1,Dismissed,"Jan 21, 2021","Nov 16, 2020","Feb 24, 2021",Bid Protest,Sarah T. Zaffina,,
https://www.gao.gov/docket/b-419339.1,"Mission Analytics, LLC",M6739920Q0038,Department of Defense : United States Marine Corps,B-419339.1,Dismissed,"Jan 21, 2021","Oct 15, 2020","Jan 25, 2021",Bid Protest,Raymond Richards,B-419339,"https://www.gao.gov/products/b-419339
Highlights


Mission Analytics, LLC, a small business of Falls Church, Virginia, protests the award of a contract to Rhodes Research, a small business of Las Cruces, New Mexico, under request for quotations (RFQ) M67399-20-Q-0038, issued by the United States Marine Corps, for audio/visual components and installation services. The protester argues that the awardee's proposal fails to meet the salient characteristics established by the solicitation.


        We dismiss the protest."
https://www.gao.gov/docket/b-418343.2,Cusseta Laundry,W9124G20R0001,Department of the Army,B-418343.2,Dismissed,"Jan 21, 2021","Dec 17, 2020","Mar 29, 2021",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-418971.4,"NARCORPS Specialties, LLC",70LGLY20RGLB00004,Department of the Treasury : Federal Law Enforcement Training Center,B-418971.4,Denied,"Jan 21, 2021","Oct 14, 2020","Jan 22, 2021",Bid Protest: Entitlement,Young H. Cho,B-418971.4,"https://www.gao.gov/products/b-418971.4
Highlights


NARCORPS Specialties, LLC, of Orange Park, Florida, requests that our Office recommend that the Department of Homeland Security, Federal Law Enforcement Training Center (FLETC), reimburse the firm the reasonable costs of filing and pursuing its protest challenging the award of a contract to Ops Tech Alliance LLC (OTA) under request for proposals (RFP) No. 70LGLY20RGLB00004, issued by FLETC for role-player services, after the agency took voluntary corrective action in response to NARCORPS's supplemental protest. NARCORPS argues that the agency did not take timely corrective action in the face of a clearly meritorious protest.


        We deny the request."
https://www.gao.gov/docket/b-419468.1,TISTA Science and Technology Corporation,1333BJ21Q00280003,Department of Commerce : Patent and Trademark Office,B-419468.1,Dismissed,"Jan 21, 2021","Dec 14, 2020","Mar 24, 2021",Bid Protest,Evan D. Wesser,,
https://www.gao.gov/docket/b-419336.3,Guidehouse LLP,70T04020Q9CAP8003,Department of Homeland Security : Transportation Security Administration,B-419336.3,Denied,"Jan 21, 2021","Oct 19, 2020","Jan 27, 2021",Bid Protest,April Y. Shields,"B-419336,B-419336.3,B-419336.5","https://www.gao.gov/products/b-419336,b-419336.3,b-419336.5
Highlights


Guidehouse LLP of McLean, Virginia, protests the establishment of a blanket purchase agreement (BPA) with Grant Thornton Public Sector LLC of Arlington, Virginia, by the Department of Homeland Security, Transportation Security Administration (TSA), under request for quotations (RFQ) No. 70T04020RQCAP8003 for program analysis and strategic support services. Guidehouse protests various aspects of the agency's evaluation and source selection decision.


        We deny the protest."
https://www.gao.gov/docket/b-418606.2,"Valor Healthcare, Inc.",36C26219R0026,Department of Veterans Affairs,B-418606.2,Denied,"Jan 21, 2021","Oct 19, 2020","Jan 27, 2021",Bid Protest,Charmaine Stevenson,"B-418606.2,B-418606.3","https://www.gao.gov/products/b-418606.2,b-418606.3
Highlights


Valor Healthcare, Inc., of Addison, Texas, protests the award of a contract to STG International, Inc. (STGi), of Arlington, Virginia, under solicitation No. 36C26219R0026, issued by the Department of Veterans Affairs (VA) for five community-based outpatient clinics (CBOCs) in the VA's Loma Linda Healthcare System (VALLHS). The protester contends that the agency's evaluation of its price as unreasonable was based on a flawed independent government cost estimate (IGCE) and resulted in an unreasonable evaluation and selection decision. The protester further contends that STGi's proposal contained errors and omissions that render the proposal ineligible for award such that the agency should have rejected the proposal or required STGi to correct it.

        We deny the protest."
https://www.gao.gov/docket/b-419335.1,"MMI Capital, LLC",4MS0138,Independent Agencies and Govt Corporations : Public Buildings Service,B-419335.1,Denied,"Jan 21, 2021","Oct 15, 2020","Jan 25, 2021",Bid Protest,Hannah G. Barnes,"This protest is covered by a protective order, which means that some
            information in the decision may require redaction before public release.
            A final redacted version of the decision will be posted when this process
            is complete. Learn more about our protective order and redaction process here.",
https://www.gao.gov/docket/b-419336.1,Guidehouse LLP,70T04020Q9CAP8003,Department of Homeland Security : Transportation Security Administration,B-419336.1,Denied,"Jan 21, 2021","Oct 15, 2020","Jan 25, 2021",Bid Protest,April Y. Shields,"B-419336,B-419336.3,B-419336.5","https://www.gao.gov/products/b-419336,b-419336.3,b-419336.5
Highlights


Guidehouse LLP of McLean, Virginia, protests the establishment of a blanket purchase agreement (BPA) with Grant Thornton Public Sector LLC of Arlington, Virginia, by the Department of Homeland Security, Transportation Security Administration (TSA), under request for quotations (RFQ) No. 70T04020RQCAP8003 for program analysis and strategic support services. Guidehouse protests various aspects of the agency's evaluation and source selection decision.


        We deny the protest."
