docket_page_link,Protestor,Solicitation Number,Agency,File number,Outcome,Decision Date,Filed Date,Due Date,Case Type,GAO Attorney,Decision Summary
https://www.gao.gov/docket/b-419640.1,Tunista Logistics Solutions,FA485521R0002,Department of the Air Force,B-419640.1,Dismissed,"Apr 12, 2021","Mar 4, 2021","Jun 14, 2021",Bid Protest,Sarah T. Zaffina,
https://www.gao.gov/docket/b-419673.1,"AAR Government Services, Inc.",FA8232-20-R-0002,Department of the Air Force,B-419673.1,Dismissed,"Apr 12, 2021","Mar 16, 2021","Jun 24, 2021",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-419678.1,"California Industrial Facilities Resources, Inc. DBA  CAMSS Shelters",W911SA20Q1052,Department of the Army,B-419678.1,Dismissed,"Apr 12, 2021","Mar 18, 2021","Jun 28, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419601.1,"Unami, LLC",20-P-0000-010513,Department of the Army,B-419601.1,Dismissed,"Apr 12, 2021","Feb 18, 2021","Jun 1, 2021",Bid Protest,Mary G. Curcio,B-419601
https://www.gao.gov/docket/b-418165.8,"ORBIS Sibro, Inc.",N6660418R3012,Department of the Navy : Naval Sea Systems Command,B-418165.8,Denied,"Apr 12, 2021","Feb 10, 2021","May 21, 2021",Bid Protest,Young H. Cho,"B-418165.7,B-418165.8,B-418165.10"
https://www.gao.gov/docket/b-419705.1,"Academy Leadership, LLC",70CMSD21R00000001,Department of Homeland Security : United States Immigration and Customs Enforcement,B-419705.1,Dismissed,"Apr 12, 2021","Mar 26, 2021","Jul 6, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-418165.7,"ORBIS Sibro, Inc.",N6660418R3012,Department of the Navy : Naval Sea Systems Command,B-418165.7,Denied,"Apr 12, 2021","Jan 5, 2021","Apr 15, 2021",Bid Protest,Young H. Cho,"B-418165.7,B-418165.8,B-418165.10"
https://www.gao.gov/docket/b-418165.10,"ORBIS Sibro, Inc.",N6660418R3012,Department of the Navy : Naval Sea Systems Command,B-418165.10,Denied,"Apr 12, 2021","Feb 23, 2021","Jun 3, 2021",Bid Protest,Young H. Cho,"B-418165.7,B-418165.8,B-418165.10"
https://www.gao.gov/docket/b-419703.1,"Atlantic Trading, LLC",N/A,Department of Health and Human Services,B-419703.1,Dismissed,"Apr 12, 2021","Mar 26, 2021","Jul 6, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419489.2,"Phoenix Management, Inc.",FA8501-20-R-0004,Department of the Air Force,B-419489.2,Withdrawn,"Apr 12, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Sarah T. Zaffina,
https://www.gao.gov/docket/b-419301.5,Mayvin Inc.,15M10420QA4100007,Department of Justice : United States Marshals Service,B-419301.5,Dismissed,"Apr 12, 2021","Jan 13, 2021","Apr 23, 2021",Bid Protest: Entitlement,Heather Weiner,
https://www.gao.gov/docket/b-418693.7,"RELYANT Global, LLC",W912EK18R0022,Department of the Army : Corps of Engineers,B-418693.7,Denied,"Apr 9, 2021","Jan 5, 2021","Apr 15, 2021",Bid Protest,Christopher Alwood,B-418693.7
https://www.gao.gov/docket/b-417469.5,"Armstrong Medical Supply Group, LLC",36C10G18R0123,Department of Veterans Affairs,B-417469.5,Dismissed,"Apr 9, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-417469.4,"Congressional Medical Supply, LLC",36C10G18R0123,Department of Veterans Affairs,B-417469.4,Dismissed,"Apr 9, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-419630.1,"Worrell Contracting Company, Inc.",36C78621Q0062,Department of Veterans Affairs,B-419630.1,Dismissed,"Apr 9, 2021","Feb 26, 2021","Jun 7, 2021",Bid Protest,Lois Hanshaw,
https://www.gao.gov/docket/b-418019.8,"Veterans Medical Supply, Inc.",36C79119R0009,Department of Veterans Affairs,B-418019.8,Withdrawn,"Apr 8, 2021","Feb 16, 2021","May 27, 2021",Bid Protest,John Sorrenti,
https://www.gao.gov/docket/b-419698.1,"Taurean General Services, Inc.",W91QEX21R0003,Department of the Army,B-419698.1,Dismissed,"Apr 8, 2021","Mar 24, 2021","Jul 2, 2021",Bid Protest,Samantha Lee,
https://www.gao.gov/docket/b-419679.1,National Steel and Shipbuilding Company,N0002421R4442,Department of the Navy : Naval Sea Systems Command,B-419679.1,Dismissed,"Apr 8, 2021","Mar 18, 2021","Jun 28, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419676.1,"SGRT Northlake, LLC",36C25020R0043,Department of Veterans Affairs,B-419676.1,Dismissed,"Apr 7, 2021","Mar 18, 2021","Jun 28, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419694.1,"VetBizCorp, LLC",W9124821D0008,Department of the Army,B-419694.1,Withdrawn,"Apr 7, 2021","Mar 22, 2021","Jun 30, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-419651.1,"ASRC Federal Professional Services, LLC",70B04C21R00000005,Department of Homeland Security : United States Customs and Border Protection,B-419651.1,Dismissed,"Apr 7, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest,Christopher Alwood,
https://www.gao.gov/docket/b-417630.4,"Seventh Dimension, LLC",H92239-19-R-0002,Department of the Air Force : Air Force Special Operations Command,B-417630.4,Dismissed,"Apr 7, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419279.2,"Brown Developments, LLC",9ME2126,Independent Agencies and Govt Corporations : Public Buildings Service,B-419279.2,Denied,"Apr 7, 2021","Dec 8, 2020","Mar 18, 2021",Bid Protest: Entitlement,Alexander O. Levine,B-419279.2
https://www.gao.gov/docket/b-419645.1,"W&K Container, Inc.",SPE8ED-21-Q-0338,Department of Defense : Defense Logistics Agency,B-419645.1,Withdrawn,"Apr 7, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-419658.1,"CACI, Inc.-Federal",605-0003-21-Z-01,Department of Defense : Defense Intelligence Agency,B-419658.1,Dismissed,"Apr 7, 2021","Mar 10, 2021","Jun 18, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-417630.5,"Seventh Dimension, LLC",H92239-19-R-0002,Department of the Air Force : Air Force Special Operations Command,B-417630.5,Dismissed,"Apr 7, 2021","Mar 25, 2021","Jul 6, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419681.1,Craneworks Inc.,M67004-21-Q-0004,Department of Defense : United States Marine Corps,B-419681.1,Dismissed,"Apr 6, 2021","Mar 19, 2021","Jun 28, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419611.1,Sierra Nevada Corporation,FA8692-21-C-5070,Department of the Air Force,B-419611.1,Withdrawn,"Apr 6, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Michael Willems,
https://www.gao.gov/docket/b-419692.1,"Frontier Acquisition, LLC",W91RUS21R0001,Department of the Army : U.S. Army Materiel Command,B-419692.1,Dismissed,"Apr 6, 2021","Mar 22, 2021","Jun 30, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419292.2,"Zodiac-Poettker HBZ JV, LCC",W912QR-20-R-0057,Department of the Army : Corps of Engineers,B-419292.2,Denied,"Apr 5, 2021","Jan 25, 2021","May 5, 2021",Bid Protest: Reconsideration,Michael P. Grogan,B-419292.2
https://www.gao.gov/docket/b-419154.3,"Grant Thornton Public Sector, LLC",75N98020Q00017,Department of Health and Human Services : National Institutes of Health,B-419154.3,Dismissed,"Apr 5, 2021","Mar 4, 2021","Jun 14, 2021",Bid Protest,Michael P. Grogan,
https://www.gao.gov/docket/b-419292.2,"Zodiac-Poettker HBZ JV, LCC",W912QR-20-R-0057,Department of the Army : Corps of Engineers,B-419292.2,Denied,"Apr 5, 2021","Jan 25, 2021","May 5, 2021",Bid Protest: Reconsideration,Michael P. Grogan,B-419292.2
https://www.gao.gov/docket/b-419495.1,"Acme Products and Engineering, Inc.",SPE7M3-21-Q-0093,Department of Defense : Defense Logistics Agency,B-419495.1,Denied,"Apr 5, 2021","Dec 28, 2020","Apr 7, 2021",Bid Protest,Katherine I. Riback,B-419495
https://www.gao.gov/docket/b-419607.1,"Ludford's, Inc.",2000007522,Department of Agriculture : Agricultural Marketing Service,B-419607.1,Dismissed,"Apr 5, 2021","Feb 19, 2021","Jun 1, 2021",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-418626.8,"Zolon PCS, LLC",28321320Q00000011,Independent Agencies and Govt Corporations : Social Security Administration,B-418626.8,Denied,"Apr 5, 2021","Jan 26, 2021","May 6, 2021",Bid Protest,April Y. Shields,B-418626.8
https://www.gao.gov/docket/b-419652.1,"Columbia Ancillary Services, Inc.",36C24521Q0174,Department of Veterans Affairs,B-419652.1,Withdrawn,"Apr 5, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-419523.2,Ajanta Consulting LLC,N00030-19-R-4444,Department of the Navy : Strategic Systems Program Office,B-419523.2,Denied,"Apr 2, 2021","Feb 1, 2021","May 12, 2021",Bid Protest,Christine Milne,"B-419523,B-419523.2"
https://www.gao.gov/docket/b-418522.5,"Trademasters Service, Inc.",47PD0120Q0003,Independent Agencies and Govt Corporations : Public Buildings Service,B-418522.5,Denied,"Apr 2, 2021","Mar 5, 2021","Jun 14, 2021",Bid Protest,Heather Self,"B-418522.2,B-418522.3,B-418522.4,B-418522.5"
https://www.gao.gov/docket/b-419523.1,Ajanta Consulting LLC,N00030-19-R-4444,Department of the Navy : Strategic Systems Program Office,B-419523.1,Denied,"Apr 2, 2021","Jan 12, 2021","Apr 22, 2021",Bid Protest,Christine Milne,"B-419523,B-419523.2"
https://www.gao.gov/docket/b-418522.2,"Trademasters Service, Inc.",47PD0120Q0003,Independent Agencies and Govt Corporations : Public Buildings Service,B-418522.2,Denied,"Apr 2, 2021","Jan 4, 2021","Apr 14, 2021",Bid Protest,Heather Self,"B-418522.2,B-418522.3,B-418522.4,B-418522.5"
https://www.gao.gov/docket/b-418522.3,"Trademasters Service, Inc.",47PD0120Q0003,Independent Agencies and Govt Corporations : Public Buildings Service,B-418522.3,Denied,"Apr 2, 2021","Jan 19, 2021","Apr 29, 2021",Bid Protest,Heather Self,"B-418522.2,B-418522.3,B-418522.4,B-418522.5"
https://www.gao.gov/docket/b-419638.1,"South Bay Sand Blasting and Tank Cleaning, Inc.",N50054-20-R-0005,Department of the Navy : Naval Sea Systems Command,B-419638.1,Dismissed,"Apr 2, 2021","Mar 3, 2021","Jun 11, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-418781.3,"People, Technology and Processes, LLC",W9124L-20-R-0020,Department of the Army,B-418781.3,Dismissed,"Apr 2, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Raymond Richards,
https://www.gao.gov/docket/b-419016.2,"UCI-MFM JV, LLC",W91151-20-R-0006,Department of the Army,B-419016.2,Withdrawn,"Apr 2, 2021","Feb 24, 2021","Jun 4, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-418522.4,"Trademasters Service, Inc.",47PD0120Q0003,Independent Agencies and Govt Corporations : Public Buildings Service,B-418522.4,Denied,"Apr 2, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Heather Self,"B-418522.2,B-418522.3,B-418522.4,B-418522.5"
https://www.gao.gov/docket/b-419633.1,"Becton, Dickinson and Company",SPE2DE-21-R-0003,Department of Defense : Defense Logistics Agency,B-419633.1,Withdrawn,"Apr 2, 2021","Mar 1, 2021","Jun 9, 2021",Bid Protest,Mary G. Curcio,
https://www.gao.gov/docket/b-419428.6,"Strategic Resolution Experts, Inc.",70FA4020Q00000004,Department of Homeland Security : Federal Emergency Management Agency,B-419428.6,Dismissed,"Apr 1, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest: Entitlement,Mary G. Curcio,
https://www.gao.gov/docket/b-419665.4,Science Applications International Corporation,W52P1J-20-R-DASO,Department of the Army : U.S. Army Materiel Command,B-419665.4,Dismissed,"Apr 1, 2021","Mar 19, 2021","Jun 28, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-419642.1,"Human Domain Solutions, LLC",11586961,Department of the Army,B-419642.1,Withdrawn,"Apr 1, 2021","Mar 5, 2021","Jun 14, 2021",Bid Protest,Michael Willems,
https://www.gao.gov/docket/b-419665.2,Science Applications International Corporation,W52P1J-20-R-DASO,Department of the Army : U.S. Army Materiel Command,B-419665.2,Dismissed,"Apr 1, 2021","Mar 15, 2021","Jun 23, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-419069.2,"Shertech Pharmacy Piedmont, LLC",36C24620Q0897,Department of Veterans Affairs,B-419069.2,Denied,"Apr 1, 2021","Nov 9, 2020","Feb 17, 2021",Bid Protest: Reconsideration,Sarah T. Zaffina,B-419069.2
https://www.gao.gov/docket/b-419707.1,Serco Inc.,N0018921R3010,Department of the Navy : Naval Supply Systems Command,B-419707.1,Withdrawn,"Mar 31, 2021","Mar 26, 2021","Jul 6, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419593.1,"Reams Enterprises, Inc.",47PE0321R0003,Independent Agencies and Govt Corporations : Public Buildings Service,B-419593.1,Dismissed,"Mar 31, 2021","Feb 16, 2021","May 27, 2021",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-419603.1,Genesis Development,36C26321Q0224,Department of Veterans Affairs,B-419603.1,Dismissed,"Mar 31, 2021","Feb 19, 2021","Jun 1, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419649.1,Plateau Inc.,N0018921RZ022,Department of the Navy : Naval Supply Systems Command,B-419649.1,Dismissed,"Mar 31, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest,Heather Weiner,
https://www.gao.gov/docket/b-419594.1,"PTG-WebFirst, LLC",47QTCB20R0005,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419594.1,Dismissed,"Mar 31, 2021","Feb 16, 2021","May 27, 2021",Bid Protest,Lois Hanshaw,
https://www.gao.gov/docket/b-419665.1,"Data Systems Analysts, Inc.",W52P1J-20-R-DASO,Department of the Army : U.S. Army Materiel Command,B-419665.1,Dismissed,"Mar 31, 2021","Mar 12, 2021","Jun 21, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-419656.1,"Global Connections to Employment, Inc.",N/A,Department of Defense : Defense Health Agency,B-419656.1,Dismissed,"Mar 31, 2021","Mar 10, 2021","Jun 18, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-419665.3,"Exeter Government Services, LLC",W52P1J-20-R-DASO,Department of the Army : U.S. Army Materiel Command,B-419665.3,Dismissed,"Mar 31, 2021","Mar 19, 2021","Jun 28, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-419552.2,"Sea Box, Inc.",SPE8EG-20-R-0008,Department of Defense : Defense Logistics Agency,B-419552.2,Dismissed,"Mar 30, 2021","Feb 25, 2021","Jun 7, 2021",Bid Protest,Heather Weiner,
https://www.gao.gov/docket/b-418975.3,"Brand Consulting Group, Inc.",W911N220R0018,Department of the Army : U.S. Army Materiel Command,B-418975.3,Dismissed,"Mar 30, 2021","Dec 28, 2020","Apr 7, 2021",Bid Protest,Raymond Richards,
https://www.gao.gov/docket/b-419598.1,"Sysco Alaska, Inc.",SPE300-19-R-0070,Department of Defense : Defense Logistics Agency,B-419598.1,Withdrawn,"Mar 30, 2021","Feb 17, 2021","May 28, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419667.1,APR Staffing,BPA-75829-006,Department of Energy,B-419667.1,Dismissed,"Mar 30, 2021","Mar 15, 2021","Jun 23, 2021",Bid Protest,Glenn G. Wolcott,B-419667
https://www.gao.gov/docket/b-419596.1,eTranservices Corporation,N0017820R3013,Department of the Navy : Naval Surface Warfare Center,B-419596.1,Withdrawn,"Mar 30, 2021","Feb 16, 2021","May 27, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-419150.2,Department of the Army,W911SA-21-Q-3008,Department of the Army,B-419150.2,Denied,"Mar 30, 2021","Dec 17, 2020","Mar 29, 2021",Bid Protest: Reconsideration,Heather Weiner,B-419150.2
https://www.gao.gov/docket/b-419654.1,"BH-Dawson Global Services JV, LLC",W58RGZ-19-R-0035,Department of the Army : U.S. Army Materiel Command,B-419654.1,Withdrawn,"Mar 30, 2021","Mar 9, 2021","Jun 17, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419584.1,"Optex Systems, Inc.",W56HZV-19-R-0023,Department of the Army : U.S. Army Materiel Command,B-419584.1,Dismissed,"Mar 30, 2021","Feb 11, 2021","May 24, 2021",Bid Protest,Michael Willems,
https://www.gao.gov/docket/b-419596.2,eTranservices Corporation,N0017820R3013,Department of the Navy : Naval Surface Warfare Center,B-419596.2,Withdrawn,"Mar 30, 2021","Feb 26, 2021","Jun 7, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-418906.3,"TEN21 Capital, LLC",VA255-18-R-0517,Department of Veterans Affairs,B-418906.3,Dismissed,"Mar 29, 2021","Feb 12, 2021","May 24, 2021",Bid Protest,Christopher Alwood,
https://www.gao.gov/docket/b-419644.1,"Raft, LLC",ID23210999,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419644.1,Dismissed,"Mar 29, 2021","Mar 5, 2021","Jun 14, 2021",Bid Protest,Charmaine Stevenson,
https://www.gao.gov/docket/b-419617.1,Serco Inc.,N0016419R3504,Department of the Navy : Naval Sea Systems Command,B-419617.1,Dismissed,"Mar 29, 2021","Feb 23, 2021","Jun 3, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-419450.3,"Practical Solutions, Inc.",2032H5-20-Q-00021,Department of the Treasury : Internal Revenue Service,B-419450.3,Withdrawn,"Mar 29, 2021","Mar 22, 2021","Jun 30, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-419496.2,"Su-Mo Builders, Inc.",N62478-18-R-4037,Department of the Navy : Naval Facilities Engineering Command,B-419496.2,Dismissed,"Mar 29, 2021","Feb 8, 2021","May 19, 2021",Bid Protest,Charmaine Stevenson,
https://www.gao.gov/docket/b-419496.1,"Su-Mo Builders, Inc.",N62478-18-R-4037,Department of the Navy : Naval Facilities Engineering Command,B-419496.1,Dismissed,"Mar 29, 2021","Dec 28, 2020","Apr 7, 2021",Bid Protest,Charmaine Stevenson,
https://www.gao.gov/docket/b-419587.2,"NCS Technologies, Inc.",RFQ-171706,Department of Health and Human Services : Food and Drug Administration,B-419587.2,Dismissed,"Mar 26, 2021","Feb 17, 2021","May 28, 2021",Bid Protest,Hannah G. Barnes,
https://www.gao.gov/docket/b-419669.1,"J. Squared, Inc. DBA- University Loft Company",FA4407-21-Q-0001,Department of the Air Force,B-419669.1,Withdrawn,"Mar 26, 2021","Mar 15, 2021","Jun 23, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-419109.6,"Dynamic Systems Technology, Inc.",W15QKN-20-R-0055,Department of the Army : U.S. Army Materiel Command,B-419109.6,Withdrawn,"Mar 26, 2021","Mar 5, 2021","Jun 14, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-419648.1,"Rio Rico, LLC",LAZ0329,Independent Agencies and Govt Corporations : Public Buildings Service,B-419648.1,Withdrawn,"Mar 26, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419054.3,"Dentrust Dental Texas, P.C.",70B06C20R00000044,Department of Homeland Security : United States Customs and Border Protection,B-419054.3,Denied,"Mar 26, 2021","Feb 1, 2021","May 12, 2021",Bid Protest,Christine Milne,"B-419054.2,B-419054.3"
https://www.gao.gov/docket/b-418165.5,"Cydecor, Inc.",N66604-18-R-3012,Department of the Navy : Naval Sea Systems Command,B-418165.5,Denied,"Mar 26, 2021","Dec 31, 2020","Apr 12, 2021",Bid Protest,Young H. Cho,B-418165.5
https://www.gao.gov/docket/b-419587.3,"CSP Enterprises, LLC",RFQ-171706,Department of Health and Human Services : Food and Drug Administration,B-419587.3,Dismissed,"Mar 26, 2021","Feb 17, 2021","May 28, 2021",Bid Protest,Hannah G. Barnes,
https://www.gao.gov/docket/b-419054.2,"Dentrust Dental Texas, P.C.",70B06C20R00000044,Department of Homeland Security : United States Customs and Border Protection,B-419054.2,Denied,"Mar 26, 2021","Dec 21, 2020","Mar 31, 2021",Bid Protest,Christine Milne,"B-419054.2,B-419054.3"
https://www.gao.gov/docket/b-419109.5,"Dynamic Systems Technology, Inc.",W15QKN-20-R-0055,Department of the Army : U.S. Army Materiel Command,B-419109.5,Withdrawn,"Mar 26, 2021","Feb 8, 2021","May 19, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-419674.1,"ManTech Advanced Systems International, Inc.",15JPSS20Q00000059,Department of Justice : Justice Management Division,B-419674.1,Dismissed,"Mar 26, 2021","Mar 17, 2021","Jun 25, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-419674.2,"NTT Data Services Federal Government, LLC",15JPSS20Q00000059,Department of Justice : Justice Management Division,B-419674.2,Dismissed,"Mar 26, 2021","Mar 17, 2021","Jun 25, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-419525.1,"Alpin Surgical Specialties, Inc.",36C25021Q0170,Department of Veterans Affairs,B-419525.1,Dismissed,"Mar 25, 2021","Jan 13, 2021","Apr 23, 2021",Bid Protest,Kenneth Kilgour,
https://www.gao.gov/docket/b-418402.3,"National Capitol Contracting, LLC",28321320R00000009,Independent Agencies and Govt Corporations : Social Security Administration,B-418402.3,Denied,"Mar 25, 2021","Dec 21, 2020","Mar 31, 2021",Bid Protest,Jacob Talcott,B-418402.3
https://www.gao.gov/docket/b-419482.1,MiMoCloud,N/A,Department of the Army : U.S. Army Materiel Command,B-419482.1,Denied,"Mar 25, 2021","Dec 21, 2020","Mar 31, 2021",Bid Protest,Mary G. Curcio,B-419482
https://www.gao.gov/docket/b-419541.1,"Goliath Pest Control, Inc.",CS-001-21,Department of Housing and Urban Development,B-419541.1,Dismissed,"Mar 25, 2021","Jan 22, 2021","May 3, 2021",Bid Protest,Christopher An,
https://www.gao.gov/docket/b-419581.1,"SanDow Construction, Inc.",28321320RS0000001,Independent Agencies and Govt Corporations : Social Security Administration,B-419581.1,Dismissed,"Mar 24, 2021","Feb 10, 2021","May 21, 2021",Bid Protest,Emily R. O'Hara,
https://www.gao.gov/docket/b-419623.1,"Government and Military Certification Systems, Inc.",W911RQ21Q9002,Department of the Army : U.S. Army Materiel Command,B-419623.1,Dismissed,"Mar 24, 2021","Feb 25, 2021","Jun 7, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419600.1,Iron Horse Logistics,140G0121Q0031,Department of the Interior : Geological Survey,B-419600.1,Withdrawn,"Mar 24, 2021","Feb 18, 2021","Jun 1, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-419650.1,Regal Service Company,70Z08521RP4511700,Department of Homeland Security : United States Coast Guard,B-419650.1,Dismissed,"Mar 24, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419621.1,"Government and Military Certification Systems, Inc.",W911RQ21Q9001,Department of the Army : U.S. Army Materiel Command,B-419621.1,Dismissed,"Mar 24, 2021","Feb 25, 2021","Jun 7, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419618.1,"Government and Military Certification Systems, Inc.",W911RQ-21-Q-9000,Department of the Army : U.S. Army Materiel Command,B-419618.1,Dismissed,"Mar 24, 2021","Feb 24, 2021","Jun 4, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419478.1,"OBXtek, Inc.",RS3-20-0044,Department of the Army : U.S. Army Materiel Command,B-419478.1,Denied,"Mar 23, 2021","Dec 18, 2020","Mar 29, 2021",Bid Protest,Jonathan L. Kang,"B-419478,B-419478.2"
https://www.gao.gov/docket/b-418557.4,"AF&S Products & Services, Inc.",36C25619Q0384,Department of Veterans Affairs,B-418557.4,Dismissed,"Mar 23, 2021","Mar 5, 2021","Jun 14, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-419478.2,"OBXtek, Inc.",RS3-20-0044,Department of the Army : U.S. Army Materiel Command,B-419478.2,Denied,"Mar 23, 2021","Jan 29, 2021","May 10, 2021",Bid Protest,Jonathan L. Kang,"B-419478,B-419478.2"
https://www.gao.gov/docket/b-419488.2,"Soft Tech Consulting, Inc.",342275,Department of the Air Force,B-419488.2,Denied,"Mar 22, 2021","Dec 28, 2020","Apr 7, 2021",Bid Protest,Hannah G. Barnes,"B-419488,B-419488.2,B-419488.3"
https://www.gao.gov/docket/b-419627.1,Toyon Research Corporation,N201-001,Department of Defense : United States Marine Corps,B-419627.1,Withdrawn,"Mar 22, 2021","Feb 26, 2021","Jun 7, 2021",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-419632.1,"SDV Office Systems, LLC",36C10E20Q0039,Department of Veterans Affairs,B-419632.1,Dismissed,"Mar 22, 2021","Mar 1, 2021","Jun 9, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419488.1,"Soft Tech Consulting, Inc.",342275,Department of the Air Force,B-419488.1,Denied,"Mar 22, 2021","Dec 23, 2020","Apr 2, 2021",Bid Protest,Hannah G. Barnes,"B-419488,B-419488.2,B-419488.3"
https://www.gao.gov/docket/b-419592.1,"LexTM3, LLC",M67854-20-R-5003,Department of Defense : United States Marine Corps,B-419592.1,Withdrawn,"Mar 22, 2021","Feb 16, 2021","May 27, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419488.3,"Soft Tech Consulting, Inc.",342275,Department of the Air Force,B-419488.3,Denied,"Mar 22, 2021","Feb 1, 2021","May 12, 2021",Bid Protest,Hannah G. Barnes,"B-419488,B-419488.2,B-419488.3"
https://www.gao.gov/docket/b-419534.1,"Mesotech International, Inc.",FA8730-20-R-0050,Department of the Air Force,B-419534.1,Dismissed,"Mar 22, 2021","Jan 19, 2021","Apr 29, 2021",Bid Protest,Scott H. Riback,B-419534
https://www.gao.gov/docket/b-418583.2,SAGAM Securite Senegal,19AqMM18R0332,Department of State,B-418583.2,Dismissed,"Mar 22, 2021","Dec 21, 2020","Mar 31, 2021",Bid Protest,Lois Hanshaw,B-418583.2
https://www.gao.gov/docket/b-419632.2,"SDV Office Systems, LLC",36C10E20Q0039,Department of Veterans Affairs,B-419632.2,Dismissed,"Mar 22, 2021","Mar 15, 2021","Jun 23, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419091.3,"Rover Stay Over, Inc.",70B03C20Q00000256,Department of Homeland Security : United States Customs and Border Protection,B-419091.3,Dismissed,"Mar 19, 2021","Nov 5, 2020","Feb 16, 2021",Bid Protest: Reconsideration,Paula A. Williams,
https://www.gao.gov/docket/b-419469.1,"ISS Action, Inc.",89233120RNA000078,Department of Energy : National Nuclear Security Administration,B-419469.1,Denied,"Mar 19, 2021","Dec 14, 2020","Mar 24, 2021",Bid Protest,Paul N. Wengert,B-419469
https://www.gao.gov/docket/b-419464.1,TekSynap Corporation,HM0476-20-R-0001,Department of Defense : National Geospatial-Intelligence Agency,B-419464.1,Sustained,"Mar 19, 2021","Dec 9, 2020","Mar 19, 2021",Bid Protest,Sarah T. Zaffina,"B-419464,B-419464.2"
